dataset,model,method,model_seed,test_accuracy_original,test_macro_f1_original,total_training_time_sec_original,mean_epoch_time_sec_original,median_epoch_time_sec_original,peak_gpu_memory_allocated_bytes_original,peak_gpu_memory_reserved_bytes_original,runtime_over_bp_original,test_accuracy_patched,test_macro_f1_patched,total_training_time_sec_patched,mean_epoch_time_sec_patched,median_epoch_time_sec_patched,peak_gpu_memory_allocated_bytes_patched,peak_gpu_memory_reserved_bytes_patched,runtime_over_bp_patched,test_accuracy_difference,test_accuracy_ratio,test_macro_f1_difference,test_macro_f1_ratio,total_training_time_sec_difference,total_training_time_sec_ratio,mean_epoch_time_sec_difference,mean_epoch_time_sec_ratio,median_epoch_time_sec_difference,median_epoch_time_sec_ratio,peak_gpu_memory_allocated_bytes_difference,peak_gpu_memory_allocated_bytes_ratio,peak_gpu_memory_reserved_bytes_difference,peak_gpu_memory_reserved_bytes_ratio,runtime_over_bp_difference,runtime_over_bp_ratio
MNIST,lenet_classic,strict,9,0.9848,0.9847133640591442,129.58217002800666,12.958217002800666,12.159324562500842,156862464.0,188743680.0,5.118327444356157,0.9848,0.9847133640591442,94.36420957201335,9.436420957201335,8.61789445499744,156148736,167772160,3.735000951848953,0.0,1.0,0.0,1.0,-35.21796045599331,0.7282190871754839,-3.5217960455993307,0.7282190871754839,-3.541430107503402,0.7087477935719296,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.3833264925072042,0.7297307553012143
FashionMNIST,lenet_classic,bp,0,0.8738,0.8745241432543246,25.707992495001236,2.5707992495001237,1.7608451255000546,129994240.0,138412032.0,1.0,0.8738,0.8745241432543246,25.691965453966986,2.5691965453966987,1.7189631439905497,129994240,138412032,1.0,0.0,1.0,0.0,1.0,-0.016027041034249123,0.9993765736069292,-0.0016027041034250011,0.9993765736069292,-0.04188198150950484,0.9762148408721574,0.0,1.0,0.0,1.0,0.0,1.0
FashionMNIST,lenet_classic,strict,0,0.8746,0.874848011497737,128.73818698099785,12.873818698099786,12.069594996000887,156862464.0,188743680.0,5.007710617856692,0.8746,0.874848011497737,94.07987100900209,9.40798710090021,8.591705451501184,156148736,167772160,3.661840164683688,0.0,1.0,0.0,1.0,-34.65831597199576,0.7307844953796698,-3.4658315971995766,0.7307844953796698,-3.4778895444997033,0.7118470383097313,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.3458704531730046,0.7312403699259604
FashionMNIST,lenet_classic,exact,0,0.8738,0.8745241432543246,29.881808098005422,2.988180809800542,2.157223550000708,164927488.0,186646528.0,1.1623547853382858,0.8738,0.8745241432543246,25.633436697011348,2.5633436697011347,1.744582821505901,133660160,140509184,0.997721904263786,0.0,1.0,0.0,1.0,-4.248371400994074,0.857827498688821,-0.4248371400994073,0.857827498688821,-0.41264072849480726,0.8087167514490227,-31267328.0,0.8104177273348152,-46137344.0,0.7528089887640449,-0.1646328810744998,0.8583626246038245
FashionMNIST,lenet_classic,fixedpred,0,0.8737,0.8745827343440112,69.40550952500053,6.940550952500052,6.092645963499308,160873472.0,174063616.0,2.6997638784318148,0.8737,0.8745827343440112,47.485155931994086,4.748515593199409,3.911105126491748,163132416,195035136,1.8482492519723557,0.0,1.0,0.0,1.0,-21.92035359300644,0.6841698340228952,-2.192035359300643,0.6841698340228953,-2.18154083700756,0.641938683114521,2258944.0,1.0140417433148954,20971520.0,1.1204819277108433,-0.8515146264594591,0.6845966296304142
FashionMNIST,lenet_classic,strict,1,0.8689,0.8692297737731829,126.68590123299509,12.66859012329951,11.844016820499746,156862464.0,188743680.0,4.966401481695232,0.8689,0.8692297737731829,93.5577082009986,9.35577082009986,8.514541840995662,156148736,167772160,3.6767100336049263,0.0,1.0,0.0,1.0,-33.12819303199649,0.7385013430099961,-3.3128193031996496,0.7385013430099961,-3.3294749795040843,0.7188897119986022,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.2896914480903061,0.7403167156655078
FashionMNIST,lenet_classic,fixedpred,1,0.8717,0.8727044057828321,68.734543716997,6.873454371699699,6.034988368499398,160873472.0,174063616.0,2.694564560360346,0.8717,0.8727044057828321,46.75595694502408,4.675595694502408,3.8444715200021164,163132416,195035136,1.837455184999231,0.0,1.0,0.0,1.0,-21.978586771972914,0.6802395770245298,-2.197858677197291,0.6802395770245298,-2.190516848497282,0.637030477153686,2258944.0,1.0140417433148954,20971520.0,1.1204819277108433,-0.8571093753611148,0.6819117315019935
FashionMNIST,lenet_classic,bp,1,0.8698,0.8706011483907435,25.508590414996434,2.5508590414996433,1.7407938999986072,129994240.0,138412032.0,1.0,0.8698,0.8706011483907435,25.44603935199848,2.5446039351998477,1.7279551415049355,129994240,138412032,1.0,0.0,1.0,0.0,1.0,-0.06255106299795443,0.9975478432175076,-0.006255106299795532,0.9975478432175076,-0.012838758493671776,0.9926247682200161,0.0,1.0,0.0,1.0,0.0,1.0
FashionMNIST,lenet_classic,exact,1,0.8698,0.8706011483907435,29.41688900299414,2.9416889002994138,2.123455495999224,164927488.0,186646528.0,1.1532149963762806,0.8698,0.8706011483907435,25.262019419984426,2.5262019419984427,1.7169664749962976,133660160,140509184,0.9927682288992609,0.0,1.0,0.0,1.0,-4.154869583009713,0.8587590420391898,-0.41548695830097104,0.85875904203919,-0.40648902100292617,0.8085719141424027,-31267328.0,0.8104177273348152,-46137344.0,0.7528089887640449,-0.1604467674770197,0.8608700303228907
FashionMNIST,lenet_classic,fixedpred,2,0.8698,0.8704913747740273,68.15803728799801,6.815803728799802,5.986283326499688,160873472.0,174063616.0,2.6770198139926906,0.8698,0.8704913747740273,47.00466121597856,4.700466121597856,3.860300606000237,163132416,195035136,1.8747039778657162,0.0,1.0,0.0,1.0,-21.153376072019455,0.6896422356964735,-2.115337607201946,0.6896422356964735,-2.125982720499451,0.6448576513095714,2258944.0,1.0140417433148954,20971520.0,1.1204819277108433,-0.8023158361269744,0.7002951446480533
FashionMNIST,lenet_classic,bp,2,0.8735,0.8742037155835991,25.46041569499721,2.546041569499721,1.7229868079994048,129994240.0,138412032.0,1.0,0.8735,0.8742037155835991,25.07311115298944,2.5073111152989442,1.689313940500142,129994240,138412032,1.0,0.0,1.0,0.0,1.0,-0.38730454200776876,0.9847879725670045,-0.0387304542007767,0.9847879725670045,-0.03367286749926279,0.9804566887320739,0.0,1.0,0.0,1.0,0.0,1.0
FashionMNIST,lenet_classic,exact,2,0.8735,0.8742037155835991,29.869570955997915,2.9869570955997915,2.1746787049996783,164927488.0,186646528.0,1.1731768763644763,0.8735,0.8742037155835991,25.07257116198889,2.507257116198889,1.6929605650002486,133660160,140509184,0.9999784633427716,0.0,1.0,0.0,1.0,-4.796999794009025,0.8394017844757234,-0.4796999794009027,0.8394017844757233,-0.4817181399994297,0.7784876731942335,-31267328.0,0.8104177273348152,-46137344.0,0.7528089887640449,-0.1731984130217047,0.8523680303362062
FashionMNIST,lenet_classic,strict,2,0.8721,0.87246047470754,129.49053070399896,12.949053070399895,12.136901840000064,156862464.0,188743680.0,5.085955086328104,0.8721,0.87246047470754,94.42653634998715,9.442653634998715,8.603482270998938,156148736,167772160,3.7660478499784724,0.0,1.0,0.0,1.0,-35.06399435401181,0.7292157645552922,-3.50639943540118,0.7292157645552924,-3.5334195690011256,0.7088697251092617,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.3199072363496316,0.7404799661133928
FashionMNIST,lenet_classic,bp,3,0.8726,0.8737630078898226,25.73360284199589,2.573360284199589,1.7580737474982016,129994240.0,138412032.0,1.0,0.8726,0.8737630078898226,25.84409733802022,2.5844097338020218,1.761102975004178,129994240,138412032,1.0,0.0,1.0,0.0,1.0,0.11049449602433015,1.0042937825963494,0.011049449602432926,1.0042937825963494,0.0030292275059764506,1.0017230377908135,0.0,1.0,0.0,1.0,0.0,1.0
FashionMNIST,lenet_classic,strict,3,0.8707,0.8713053572035567,127.849062846999,12.7849062846999,11.959605433001343,156862464.0,188743680.0,4.968175798468298,0.8707,0.8713053572035567,93.70797665299324,9.370797665299325,8.561828014499042,156148736,167772160,3.6258947421288314,0.0,1.0,0.0,1.0,-34.141086194005766,0.7329578689609678,-3.414108619400576,0.7329578689609679,-3.397777418502301,0.71589552535517,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.3422810563394667,0.7298241626728877
FashionMNIST,lenet_classic,exact,3,0.8726,0.8737630078898226,29.569866764992184,2.9569866764992185,2.1468452629997046,164927488.0,186646528.0,1.1490760522943844,0.8726,0.8737630078898226,25.636398967006244,2.563639896700624,1.7319460764992982,133660160,140509184,0.9919634116720175,0.0,1.0,0.0,1.0,-3.9334677979859407,0.8669771551814098,-0.39334677979859434,0.8669771551814098,-0.41489918650040636,0.8067400601007063,-31267328.0,0.8104177273348152,-46137344.0,0.7528089887640449,-0.15711264062236685,0.8632704595064384
FashionMNIST,lenet_classic,fixedpred,3,0.873,0.8739274868035043,69.1626216010045,6.91626216010045,6.079269679499703,160873472.0,174063616.0,2.6876384945264924,0.873,0.8739274868035043,47.26359323604265,4.726359323604266,3.8909331030081376,163132416,195035136,1.8287964411320883,0.0,1.0,0.0,1.0,-21.89902836496185,0.6833690242209703,-2.1899028364961843,0.6833690242209705,-2.188336576491565,0.6400329822723614,2258944.0,1.0140417433148954,20971520.0,1.1204819277108433,-0.8588420533944041,0.6804473313120503
FashionMNIST,lenet_classic,bp,4,0.8694,0.8698490163110743,25.71963293099543,2.571963293099543,1.7419203414992808,129994240.0,138412032.0,1.0,0.8694,0.8698490163110743,25.59481818600034,2.559481818600034,1.7468306099981419,129994240,138412032,1.0,0.0,1.0,0.0,1.0,-0.12481474499509204,0.9951471023972246,-0.012481474499509204,0.9951471023972246,0.0049102684988611145,1.0028188823460404,0.0,1.0,0.0,1.0,0.0,1.0
FashionMNIST,lenet_classic,strict,4,0.8707,0.8707543902412211,127.86590198299746,12.786590198299745,11.98356340349892,156862464.0,188743680.0,4.971529038771886,0.8707,0.8707543902412211,94.8177275449998,9.48177275449998,8.680723388999468,156148736,167772160,3.7045673407776927,0.0,1.0,0.0,1.0,-33.04817443799766,0.7415403643545867,-3.304817443799765,0.7415403643545867,-3.302840014499452,0.7243858188679421,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.266961697994193,0.7451565327058474
FashionMNIST,lenet_classic,exact,4,0.8694,0.8698490163110743,29.70381255800021,2.970381255800021,2.146356270501201,164927488.0,186646528.0,1.154908106102997,0.8694,0.8698490163110743,25.40460465195065,2.540460465195065,1.734480209495814,133660160,140509184,0.9925682795373897,0.0,1.0,0.0,1.0,-4.29920790604956,0.855264104644653,-0.4299207906049558,0.8552641046446531,-0.4118760610053869,0.8081045226898848,-31267328.0,0.8104177273348152,-46137344.0,0.7528089887640449,-0.16233982656560741,0.8594348539873097
FashionMNIST,lenet_classic,fixedpred,4,0.8737,0.874475970134015,69.08589934599877,6.908589934599877,6.0845763360011915,160873472.0,174063616.0,2.686115292988551,0.8737,0.874475970134015,47.93446616802248,4.793446616802248,3.957120452003437,163132416,195035136,1.8728191706492103,0.0,1.0,0.0,1.0,-21.151433177976287,0.6938386359849666,-2.115143317797629,0.6938386359849665,-2.1274558839977544,0.6503526677099877,2258944.0,1.0140417433148954,20971520.0,1.1204819277108433,-0.8132961223393405,0.697222183849572
FashionMNIST,lenet_classic,fixedpred,5,0.8733,0.874480014414884,70.07619065999461,7.007619065999461,6.1592546424999455,160873472.0,174063616.0,2.748422825856049,0.8733,0.874480014414884,47.72414557500451,4.7724145575004515,3.928789688499819,163132416,195035136,1.8541310385673644,0.0,1.0,0.0,1.0,-22.352045084990095,0.6810322468377191,-2.2352045084990095,0.6810322468377191,-2.2304649540001265,0.6378677155820894,2258944.0,1.0140417433148954,20971520.0,1.1204819277108433,-0.8942917872886846,0.674616373115683
FashionMNIST,lenet_classic,strict,5,0.8733,0.8736595307649649,128.42785234900293,12.842785234900294,12.05923102899942,156862464.0,188743680.0,5.037003831790437,0.8733,0.8736595307649649,94.70966562799003,9.470966562799003,8.657300139500876,156148736,167772160,3.679565732972818,0.0,1.0,0.0,1.0,-33.7181867210129,0.7374542507385107,-3.3718186721012913,0.7374542507385106,-3.4019308894985443,0.7178981909113644,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.3574380988176187,0.7305068361770318
FashionMNIST,lenet_classic,bp,5,0.8735,0.8744825223737033,25.4968740620061,2.54968740620061,1.7432560324996302,129994240.0,138412032.0,1.0,0.8735,0.8744825223737033,25.73935961499228,2.5739359614992283,1.7464867224916816,129994240,138412032,1.0,0.0,1.0,0.0,1.0,0.24248555298618157,1.0095104032124282,0.024248555298618246,1.0095104032124282,0.0032306899920513388,1.001853250430127,0.0,1.0,0.0,1.0,0.0,1.0
FashionMNIST,lenet_classic,exact,5,0.8735,0.8744825223737033,29.420952489006595,2.9420952489006593,2.1283779370005504,164927488.0,186646528.0,1.153904294991515,0.8735,0.8744825223737033,25.820269198025926,2.5820269198025927,1.7560977684988757,133660160,140509184,1.003143418649255,0.0,1.0,0.0,1.0,-3.600683290980669,0.8776149992993566,-0.36006832909806663,0.8776149992993567,-0.3722801685016748,0.8250873766215053,-31267328.0,0.8104177273348152,-46137344.0,0.7528089887640449,-0.1507608763422601,0.8693471573018379
FashionMNIST,lenet_classic,bp,6,0.8708,0.8714488612739283,25.684650543000316,2.568465054300032,1.7590232379989175,129994240.0,138412032.0,1.0,0.8708,0.8714488612739283,25.413425174017902,2.54134251740179,1.7260947985050734,129994240,138412032,1.0,0.0,1.0,0.0,1.0,-0.2712253689824138,0.9894401767885322,-0.027122536898241734,0.989440176788532,-0.03292843949384405,0.9812802703326968,0.0,1.0,0.0,1.0,0.0,1.0
FashionMNIST,lenet_classic,strict,6,0.8729,0.8726537701590675,128.6849776190029,12.86849776190029,12.043545487500523,156862464.0,188743680.0,5.010189934395375,0.8729,0.8726537701590675,93.90255387002253,9.390255387002252,8.608234853505564,156148736,167772160,3.6949979480147497,0.0,1.0,0.0,1.0,-34.782423748980364,0.7297087477299755,-3.478242374898038,0.7297087477299754,-3.435310633994959,0.7147591930000746,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.3151919863806252,0.7374965812470059
FashionMNIST,lenet_classic,fixedpred,6,0.8743,0.8748254820796506,68.99162362500647,6.899162362500647,6.055439358500735,160873472.0,174063616.0,2.6861032627056063,0.8743,0.8748254820796506,47.98699756398855,4.798699756398856,3.9410607159952633,163132416,195035136,1.8882538357344034,0.0,1.0,0.0,1.0,-21.004626061017916,0.6955481700911202,-2.1004626061017913,0.6955481700911204,-2.1143786425054714,0.6508298543957395,2258944.0,1.0140417433148954,20971520.0,1.1204819277108433,-0.7978494269712029,0.7029714240518212
FashionMNIST,lenet_classic,exact,6,0.8708,0.8714488612739283,29.990557135995914,2.999055713599591,2.1745306569991953,164927488.0,186646528.0,1.1676451305337716,0.8708,0.8714488612739283,25.349272636012756,2.5349272636012756,1.7265712845037342,133660160,140509184,0.9974756437762379,0.0,1.0,0.0,1.0,-4.641284499983158,0.845241804647487,-0.4641284499983156,0.8452418046474871,-0.44795937249546114,0.7939972145006982,-31267328.0,0.8104177273348152,-46137344.0,0.7528089887640449,-0.17016948675753374,0.8542626673912961
FashionMNIST,lenet_classic,bp,7,0.8689,0.8693552801906936,25.656170308000583,2.565617030800058,1.7500893289998203,129994240.0,138412032.0,1.0,0.8689,0.8693552801906936,25.385549185972195,2.5385549185972196,1.7270556580042467,129994240,138412032,1.0,0.0,1.0,0.0,1.0,-0.2706211220283876,0.9894520063290975,-0.027062112202838495,0.9894520063290976,-0.02303367099557363,0.9868385741151068,0.0,1.0,0.0,1.0,0.0,1.0
FashionMNIST,lenet_classic,fixedpred,7,0.8738,0.8746606575566144,69.15661925699897,6.915661925699896,6.085678306999398,160873472.0,174063616.0,2.6955160659903035,0.8738,0.8746606575566144,46.465595104004024,4.646559510400403,3.8086133309989236,163132416,195035136,1.8303955042926727,0.0,1.0,0.0,1.0,-22.69102415299494,0.6718893376110414,-2.2691024152994936,0.6718893376110414,-2.2770649760004744,0.6258321815365224,2258944.0,1.0140417433148954,20971520.0,1.1204819277108433,-0.8651205616976307,0.6790519735300502
FashionMNIST,lenet_classic,exact,7,0.8689,0.8693552801906936,29.746997806010768,2.974699780601077,2.1541610105014115,164927488.0,186646528.0,1.1594480956783526,0.8689,0.8693552801906936,25.346601441997336,2.5346601441997336,1.7131753374924301,133660160,140509184,0.9984657513733687,0.0,1.0,0.0,1.0,-4.400396364013432,0.85207258921691,-0.44003963640134325,0.85207258921691,-0.4409856730089814,0.7952865775310195,-31267328.0,0.8104177273348152,-46137344.0,0.7528089887640449,-0.16098234430498393,0.8611560578649285
FashionMNIST,lenet_classic,strict,7,0.8711,0.871483894794116,128.22903189799763,12.822903189799764,12.027475587499794,156862464.0,188743680.0,4.997980226924627,0.8711,0.871483894794116,94.07605995898484,9.407605995898484,8.57498219650006,156148736,167772160,3.7058902791423693,0.0,1.0,0.0,1.0,-34.15297193901279,0.7336564783068747,-3.4152971939012797,0.7336564783068746,-3.4524933909997344,0.7129494576078853,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.2920899477822574,0.7414775791185332
FashionMNIST,lenet_classic,fixedpred,8,0.8756,0.8764972515635405,68.30848690999846,6.830848690999846,5.988919833998807,160873472.0,174063616.0,2.6937043881915006,0.8756,0.8764972515635405,47.62841400898469,4.762841400898469,3.9308779144921573,163132416,195035136,1.8700953165646965,0.0,1.0,0.0,1.0,-20.680072901013773,0.6972547067502561,-2.0680072901013773,0.6972547067502561,-2.0580419195066497,0.6563584124430509,2258944.0,1.0140417433148954,20971520.0,1.1204819277108433,-0.8236090716268041,0.6942466756050545
FashionMNIST,lenet_classic,exact,8,0.8726,0.8734536446163293,29.81804808099696,2.981804808099696,2.1670949425006256,164927488.0,186646528.0,1.1758569190518828,0.8726,0.8734536446163293,25.97421961600776,2.5974219616007757,1.779831739004294,133660160,140509184,1.0198589952240664,0.0,1.0,0.0,1.0,-3.843828464989201,0.8710905403818544,-0.3843828464989203,0.8710905403818543,-0.3872632034963317,0.8212984600252603,-31267328.0,0.8104177273348152,-46137344.0,0.7528089887640449,-0.1559979238278164,0.8673325629162426
FashionMNIST,lenet_classic,bp,8,0.8726,0.8734536446163293,25.358568375002505,2.5358568375002504,1.7299022545012122,129994240.0,138412032.0,1.0,0.8726,0.8734536446163293,25.46844194897858,2.546844194897858,1.7389902124996297,129994240,138412032,1.0,0.0,1.0,0.0,1.0,0.10987357397607411,1.0043327987744128,0.010987357397607589,1.0043327987744128,0.00908795799841755,1.0052534517339178,0.0,1.0,0.0,1.0,0.0,1.0
FashionMNIST,lenet_classic,strict,8,0.876,0.8749496061859213,126.92291284100793,12.692291284100794,11.851482983001915,156862464.0,188743680.0,5.005129270867027,0.876,0.8749496061859213,94.9311029099772,9.49311029099772,8.700095879998116,156148736,167772160,3.727401271744636,0.0,1.0,0.0,1.0,-31.99180993103073,0.7479429898437188,-3.1991809931030737,0.7479429898437188,-3.151387103003799,0.7340934372918815,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.2777279991223907,0.7447162840409409
FashionMNIST,lenet_classic,strict,9,0.8712,0.8712744785155158,128.21496410100008,12.821496410100007,11.981278481000118,156862464.0,188743680.0,5.0030590854061785,0.8712,0.8712744785155158,94.19445279298816,9.419445279298817,8.588671024997893,156148736,167772160,3.6970280089311562,0.0,1.0,0.0,1.0,-34.02051130801192,0.7346603686507872,-3.4020511308011905,0.7346603686507872,-3.3926074560022244,0.7168409480355362,-713728.0,0.9954499758463567,-20971520.0,0.8888888888888888,-1.3060310764750223,0.7389534974142743
FashionMNIST,lenet_classic,bp,9,0.873,0.8741093533042548,25.627313591998245,2.5627313591998244,1.7532700794981793,129994240.0,138412032.0,1.0,0.873,0.8741093533042548,25.478425525972852,2.5478425525972854,1.7288122134996229,129994240,138412032,1.0,0.0,1.0,0.0,1.0,-0.14888806602539262,0.9941902585500854,-0.014888806602538995,0.9941902585500855,-0.024457865998556372,0.9860501435092324,0.0,1.0,0.0,1.0,0.0,1.0
FashionMNIST,lenet_classic,exact,9,0.873,0.8741093533042548,29.568543554996722,2.9568543554996722,2.1320821725003043,164927488.0,186646528.0,1.153790210934519,0.873,0.8741093533042548,25.36470135199488,2.536470135199488,1.7290602934954222,133660160,140509184,0.9955364520518727,0.0,1.0,0.0,1.0,-4.203842203001841,0.8578272144117344,-0.4203842203001842,0.8578272144117344,-0.40302187900488207,0.8109726331362472,-31267328.0,0.8104177273348152,-46137344.0,0.7528089887640449,-0.15825375888264637,0.8628400922603878
FashionMNIST,lenet_classic,fixedpred,9,0.8732,0.8739377046844325,68.9707247510014,6.89707247510014,6.071462000500105,160873472.0,174063616.0,2.691297490211245,0.8732,0.8739377046844325,46.96375508300844,4.696375508300844,3.859644616000878,163132416,195035136,1.8432754031497478,0.0,1.0,0.0,1.0,-22.006969667992962,0.6809230329615547,-2.2006969667992964,0.6809230329615547,-2.211817384499227,0.6357026718907176,2258944.0,1.0140417433148954,20971520.0,1.1204819277108433,-0.8480220870614972,0.6849021372977484
