cell_id,block_id,candidate_id,method,depth,width,batch_size,model_seed,event_count,measured_step_count,event_count_per_measured_step,median_logical_edge_count_per_event,graph_module_coverage_fraction,maximum_graph_island_count,orchestration_barriers_per_measured_step,graph_lifetime_distribution_json
s3b-cell-00bdb34bd7ffd5afc89d,s3b-block-03dd886dc9d22a85f182,stage2_baseline,fixedpred,4,64,256,72,10000,250,40.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":10000}"
s3b-cell-019803874cd09aef387b,s3b-block-6e6fc3d0cd92233b34cc,composite_vjp,fixedpred,16,64,256,72,2500,250,10.0,16.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-0217f479c31d184161a0,s3b-block-ee492da3396fc3e93481,composite_vjp,strict,32,64,256,71,5000,250,20.0,31.0,0.96875,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-021e72629ed16de2f707,s3b-block-64454a27a9a9c9ebfa9b,isolated_layer_vjp,strict,32,256,256,71,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-0236df86f4b33f895e96,s3b-block-fbc757a5037e1e104d06,composite_vjp,fixedpred,8,64,256,71,2500,250,10.0,8.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-033a2f9582aa7cc1d0b4,s3b-block-05df35b34dca0887086a,composite_vjp,fixedpred,8,256,64,72,2500,250,10.0,8.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-03a47bb213ee0425cf4a,s3b-block-2ba7a97fcdd9242b2b3b,isolated_layer_vjp,fixedpred,4,64,256,71,10000,250,40.0,1.0,1.0,1,0.0,"{""single_vjp_call"":10000}"
s3b-cell-03c7dbfcbf55a03996ca,s3b-block-15e340f570301df94fc1,stage2_baseline,strict,16,64,256,71,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-0450fcee7ea98e200c6a,s3b-block-e83ff808cf35f32b4a81,isolated_layer_vjp,strict,8,64,64,71,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-059559950c5dc73cd542,s3b-block-89e5aee5e8dffdf6b3ed,stage2_baseline,strict,8,64,256,71,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-05e849b25302f6d24e21,s3b-block-d21540cc9c7bae2324da,composite_vjp,fixedpred,4,64,64,71,2500,250,10.0,4.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-06bc8005a93352a8114e,s3b-block-468115f1002de4acf41a,isolated_layer_vjp,fixedpred,32,256,256,72,80000,250,320.0,1.0,1.0,1,0.0,"{""single_vjp_call"":80000}"
s3b-cell-0876b315dba7ed88068b,s3b-block-5a95fb95a9231b0407ce,isolated_layer_vjp,strict,32,64,256,72,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-093204359b826a93d0c9,s3b-block-770f17bf150216638d72,stage2_baseline,strict,8,256,64,70,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-0b1478452874c096757c,s3b-block-e41d3dd827629f1e6d6b,composite_vjp,strict,16,256,64,70,5000,250,20.0,15.0,0.9375,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-0bf7e6b485283ac0df53,s3b-block-42755de60eb64ef1c30a,isolated_layer_vjp,strict,32,256,256,70,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-0ece7338e33e967ddff4,s3b-block-6e6fc3d0cd92233b34cc,isolated_layer_vjp,fixedpred,16,64,256,72,40000,250,160.0,1.0,1.0,1,0.0,"{""single_vjp_call"":40000}"
s3b-cell-0f284443362a7cd9a1ae,s3b-block-91d8a0b7be6b9952687d,composite_vjp,strict,4,64,64,72,5000,250,20.0,3.0,0.75,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-12edaaf065336c3ede0f,s3b-block-e41d3dd827629f1e6d6b,stage2_baseline,strict,16,256,64,70,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-12fc5073f0cf78de67c6,s3b-block-05df35b34dca0887086a,isolated_layer_vjp,fixedpred,8,256,64,72,20000,250,80.0,1.0,1.0,1,0.0,"{""single_vjp_call"":20000}"
s3b-cell-14d9c8e763010817e446,s3b-block-929a1b2367208204c01f,composite_vjp,fixedpred,8,64,64,71,2500,250,10.0,8.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-14df16a08db62a92439b,s3b-block-1c1e8b7285564b954ea1,isolated_layer_vjp,fixedpred,32,64,256,72,80000,250,320.0,1.0,1.0,1,0.0,"{""single_vjp_call"":80000}"
s3b-cell-15312f771427630917ed,s3b-block-2b2e9efa1f112a82e9a2,stage2_baseline,fixedpred,32,256,64,71,80000,250,320.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":80000}"
s3b-cell-15387b3b83396dc84bb6,s3b-block-01194f62493fd247f6f1,stage2_baseline,fixedpred,32,256,256,70,80000,250,320.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":80000}"
s3b-cell-17346661c01f0301f1d0,s3b-block-730db41052eb8c30b0cc,stage2_baseline,strict,16,64,256,72,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-1742306bd590f13f84ca,s3b-block-cef43a3b51b07d739d90,isolated_layer_vjp,strict,4,64,256,72,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-190d3a1f6d848d26e77d,s3b-block-ee492da3396fc3e93481,stage2_baseline,strict,32,64,256,71,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-19c5f392727763f5632a,s3b-block-f26a55b670864e625c9c,isolated_layer_vjp,fixedpred,16,64,64,72,40000,250,160.0,1.0,1.0,1,0.0,"{""single_vjp_call"":40000}"
s3b-cell-19d4f40e0b543acd6fd5,s3b-block-17dd185d818e3f2bfae5,stage2_baseline,strict,32,64,64,70,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-19e912a73b4d79eff831,s3b-block-50d43d8828871a666303,composite_vjp,fixedpred,32,256,64,72,2500,250,10.0,32.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-1c17ce5fc8970e616a81,s3b-block-ddc92b0625b483a884e3,isolated_layer_vjp,strict,8,256,64,72,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-1c6d187d6450d8f2271b,s3b-block-bee85bf94778cac8d0dd,composite_vjp,strict,4,256,64,70,5000,250,20.0,3.0,0.75,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-204ea6d0a51f313761e6,s3b-block-ddc92b0625b483a884e3,composite_vjp,strict,8,256,64,72,5000,250,20.0,7.0,0.875,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-221f2d443755bacb9c77,s3b-block-c7dd1b63aab3be279169,stage2_baseline,fixedpred,32,64,64,71,80000,250,320.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":80000}"
s3b-cell-22ef3d7c9db487cbaf96,s3b-block-775648ac8900099a0d48,stage2_baseline,strict,8,256,64,71,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-23758df22258efd9d21f,s3b-block-15e340f570301df94fc1,composite_vjp,strict,16,64,256,71,5000,250,20.0,15.0,0.9375,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-244b214e1f4464754924,s3b-block-0e5b912a97aaa0188407,isolated_layer_vjp,fixedpred,8,64,64,72,20000,250,80.0,1.0,1.0,1,0.0,"{""single_vjp_call"":20000}"
s3b-cell-244d45d9356c80813939,s3b-block-858205a4ccbe49c37e00,composite_vjp,fixedpred,8,256,64,71,2500,250,10.0,8.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-2452870dcf052a62ffab,s3b-block-91023e2726e8438df1fa,stage2_baseline,strict,16,256,256,70,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-2479797f5bd4dfd8ba88,s3b-block-42755de60eb64ef1c30a,stage2_baseline,strict,32,256,256,70,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-249c9d7057adb087d889,s3b-block-14bf0a93a0fbe73ff031,composite_vjp,fixedpred,16,64,256,70,2500,250,10.0,16.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-257e8af1563a4a142ac8,s3b-block-a2183841e5874032a40b,stage2_baseline,fixedpred,32,256,256,71,80000,250,320.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":80000}"
s3b-cell-2725eb696c341d8ec1cc,s3b-block-5a95fb95a9231b0407ce,stage2_baseline,strict,32,64,256,72,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-2727781f7e8c5e70f25c,s3b-block-6343adee427ef9c6c1dc,composite_vjp,fixedpred,8,256,256,71,2500,250,10.0,8.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-278802aae0abf448a81b,s3b-block-4f8c6d282d71e7150305,isolated_layer_vjp,fixedpred,8,256,64,70,20000,250,80.0,1.0,1.0,1,0.0,"{""single_vjp_call"":20000}"
s3b-cell-2867e7c34ea3ad86a755,s3b-block-91e8309340613ee72180,composite_vjp,strict,4,64,64,70,5000,250,20.0,3.0,0.75,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-2877665c56f406f5c858,s3b-block-e83ff808cf35f32b4a81,stage2_baseline,strict,8,64,64,71,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-28e8ed144e5feea10881,s3b-block-14bf0a93a0fbe73ff031,stage2_baseline,fixedpred,16,64,256,70,40000,250,160.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":40000}"
s3b-cell-295b9cf4775fa0b22341,s3b-block-cbb29f5f2dc9cf1bd0d0,stage2_baseline,strict,4,256,256,70,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-2b396bb596b4ec8a99c1,s3b-block-70e5aa369c8a27e31e55,stage2_baseline,fixedpred,4,256,64,72,10000,250,40.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":10000}"
s3b-cell-2c37ed8014ece51ee602,s3b-block-ba173cd73d0e1c5d29f5,stage2_baseline,strict,4,64,256,71,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-2c51a82757d9efd064d5,s3b-block-48a806186e9e1f3c3fc0,composite_vjp,strict,8,64,256,72,5000,250,20.0,7.0,0.875,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-2caaeb1e7d4c0985a6eb,s3b-block-9e3031c8e1de1017d07e,isolated_layer_vjp,fixedpred,4,256,256,70,10000,250,40.0,1.0,1.0,1,0.0,"{""single_vjp_call"":10000}"
s3b-cell-2cf8d0df9069dda3e91b,s3b-block-f12599dd5aadc8a26bd9,composite_vjp,strict,16,64,64,72,5000,250,20.0,15.0,0.9375,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-2f5885cfc0cab2f231ac,s3b-block-6e94bca68e9ec88279a0,isolated_layer_vjp,strict,32,64,64,71,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-2f93de9f9cbf3de135de,s3b-block-17dd185d818e3f2bfae5,isolated_layer_vjp,strict,32,64,64,70,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-328fa712d6b287b0cf74,s3b-block-4fc6a712eae99f7492f7,isolated_layer_vjp,fixedpred,16,256,256,70,40000,250,160.0,1.0,1.0,1,0.0,"{""single_vjp_call"":40000}"
s3b-cell-32a51f7ae0eb987ff1cd,s3b-block-730db41052eb8c30b0cc,composite_vjp,strict,16,64,256,72,5000,250,20.0,15.0,0.9375,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-350548a49fa716308a05,s3b-block-ceea80bf2a91e34a5d19,composite_vjp,fixedpred,4,256,256,71,2500,250,10.0,4.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-3526641c00f635786d92,s3b-block-408d0b1b8fa7bba85a56,stage2_baseline,strict,16,64,64,71,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-35748a27ca1816e5b68b,s3b-block-1670e5358f7599134dc5,composite_vjp,strict,16,256,64,72,5000,250,20.0,15.0,0.9375,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-359941ba681aa25d4dab,s3b-block-f12599dd5aadc8a26bd9,isolated_layer_vjp,strict,16,64,64,72,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-35f219f48d4454271ca8,s3b-block-48ba4e0d32360c38db27,isolated_layer_vjp,strict,8,64,64,70,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-3720abe98d76fa76e08a,s3b-block-dfee844b8bfb62c631e6,isolated_layer_vjp,fixedpred,32,64,256,70,80000,250,320.0,1.0,1.0,1,0.0,"{""single_vjp_call"":80000}"
s3b-cell-3800415fe988814878de,s3b-block-ceea80bf2a91e34a5d19,isolated_layer_vjp,fixedpred,4,256,256,71,10000,250,40.0,1.0,1.0,1,0.0,"{""single_vjp_call"":10000}"
s3b-cell-392a84bb743009080d2b,s3b-block-98eef593a40cbcdef8e7,stage2_baseline,strict,32,64,64,72,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-3b87983ff4ca0427a063,s3b-block-248d76724a8cf4455766,isolated_layer_vjp,fixedpred,4,64,256,70,10000,250,40.0,1.0,1.0,1,0.0,"{""single_vjp_call"":10000}"
s3b-cell-3bb4f787dc64c195cd21,s3b-block-48a806186e9e1f3c3fc0,isolated_layer_vjp,strict,8,64,256,72,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-3d29b8207a1aed98075a,s3b-block-775648ac8900099a0d48,isolated_layer_vjp,strict,8,256,64,71,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-3d93c523e33b3ace4c1c,s3b-block-48bf63ad14fc2bc1ff7a,composite_vjp,fixedpred,16,256,64,72,2500,250,10.0,16.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-3dc4e0d2aca0453ad673,s3b-block-4f8c6d282d71e7150305,stage2_baseline,fixedpred,8,256,64,70,20000,250,80.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":20000}"
s3b-cell-3ec2b956edaf566a890a,s3b-block-d5ff53aa5589df11a40e,isolated_layer_vjp,strict,4,256,256,71,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-3f51c4975e701d839c64,s3b-block-695189d6137415b25268,stage2_baseline,fixedpred,16,64,256,71,40000,250,160.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":40000}"
s3b-cell-411495019c2637d75c3b,s3b-block-91e8309340613ee72180,stage2_baseline,strict,4,64,64,70,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-4140e5903df3118deb4f,s3b-block-48bf63ad14fc2bc1ff7a,stage2_baseline,fixedpred,16,256,64,72,40000,250,160.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":40000}"
s3b-cell-4435d30956546fb9fbed,s3b-block-1b87ab8a31783316765a,isolated_layer_vjp,strict,32,64,256,70,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-4561541dff7c0f46154c,s3b-block-db597d2061c77097a989,composite_vjp,strict,4,64,256,70,5000,250,20.0,3.0,0.75,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-46a723a3126141114141,s3b-block-8e19192b0dad4fc3113c,stage2_baseline,fixedpred,16,256,64,70,40000,250,160.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":40000}"
s3b-cell-46d439f2d2b9ce0ea825,s3b-block-7301c6b6a4a9d50fba77,composite_vjp,fixedpred,4,256,256,72,2500,250,10.0,4.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-475271758fe871fcf6b5,s3b-block-42755de60eb64ef1c30a,composite_vjp,strict,32,256,256,70,5000,250,20.0,31.0,0.96875,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-477d78322dedc46d7172,s3b-block-7345bcc3aa1e0e6e0517,isolated_layer_vjp,strict,8,64,256,70,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-481ab89126e4d1011f7f,s3b-block-f17b38a3987bce4706d1,composite_vjp,strict,16,256,256,71,5000,250,20.0,15.0,0.9375,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-48c01f50945a1c8c9787,s3b-block-b91eb1ba30f3b1df6cd1,isolated_layer_vjp,fixedpred,4,256,64,71,10000,250,40.0,1.0,1.0,1,0.0,"{""single_vjp_call"":10000}"
s3b-cell-49d533a31006f3089f9d,s3b-block-15e340f570301df94fc1,isolated_layer_vjp,strict,16,64,256,71,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-4be2ba976012e09db964,s3b-block-321102a72410315d0551,isolated_layer_vjp,fixedpred,8,64,256,72,20000,250,80.0,1.0,1.0,1,0.0,"{""single_vjp_call"":20000}"
s3b-cell-4c5139507f5619102c27,s3b-block-cef43a3b51b07d739d90,stage2_baseline,strict,4,64,256,72,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-4deb1de459ab0f3a6c63,s3b-block-6bb2d4d9cc338b1ce65d,composite_vjp,fixedpred,32,64,64,72,2500,250,10.0,32.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-4f8f8dff1f2c0878c8ef,s3b-block-05df35b34dca0887086a,stage2_baseline,fixedpred,8,256,64,72,20000,250,80.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":20000}"
s3b-cell-50424a0f070f0a4990f8,s3b-block-e41d3dd827629f1e6d6b,isolated_layer_vjp,strict,16,256,64,70,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-504ef094b8da74bc104a,s3b-block-9e3031c8e1de1017d07e,stage2_baseline,fixedpred,4,256,256,70,10000,250,40.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":10000}"
s3b-cell-508f373b9303293746d5,s3b-block-f26a55b670864e625c9c,stage2_baseline,fixedpred,16,64,64,72,40000,250,160.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":40000}"
s3b-cell-50d406dc7ead74cde764,s3b-block-def205922958b1e906ca,isolated_layer_vjp,strict,4,256,64,72,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-51845eda0682c9597349,s3b-block-e38893f5f5eb3e81b23e,isolated_layer_vjp,strict,8,256,256,72,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-527437e3268af321e6d9,s3b-block-89fbb803c6ec0394f3f0,composite_vjp,fixedpred,16,64,64,71,2500,250,10.0,16.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-530593ce6128e75062ae,s3b-block-91023e2726e8438df1fa,composite_vjp,strict,16,256,256,70,5000,250,20.0,15.0,0.9375,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
